transaction_id,customer_token,transaction_amount_eur,transaction_type,channel,hour_of_day,day_of_week,country_code,is_foreign_country,transactions_last_24h,is_anomaly,transaction_date
bc9671154e38d3ff,b08621aaed58ed30,70.69,withdrawal,api,23,0,DE,False,14,0,2024-01-10
8964a0d13cb5fdb1,7f53cb886f1e2ff1,346.11,refund,api,22,0,CH,False,5,0,2024-08-19
554fad634efb6124,d133b4740ead06a0,110.45,refund,api,19,5,DE,False,25,0,2024-12-02
20ad142d1268cbc2,371ff7cf2e7b362f,600.59,refund,branch,2,4,DE,False,11,0,2024-11-22
9aae8398836db6cb,72849230b2f67e32,106.26,refund,web,9,0,AT,False,18,0,2024-04-09
c43e58607cc6c896,e63445ba373e1c9e,39.41,transfer,mobile,9,6,DE,False,12,0,2024-01-29
27531912a04cb705,cf6a24668294f154,116.46,refund,branch,4,3,DE,False,13,0,2024-01-16
5207f192fd6db2dd,27e36276d98cabee,55.91,withdrawal,api,23,1,DE,False,21,0,2024-07-04
5518896405e98cf3,84a767726dc564b9,2265.65,withdrawal,web,11,3,CH,False,4,0,2024-10-16
1ccb558bee685987,ea76132d9f572ff4,78.28,transfer,branch,18,6,DE,False,13,0,2024-02-17
221a0df7eb15cc07,a20770f994d8bc93,114.89,withdrawal,branch,20,0,FR,False,17,0,2024-08-06
621821fcdc96c7e2,cfd4f236ea9babb7,277.7,transfer,mobile,16,2,DE,False,24,0,2024-04-08
5aa07ef0a78ec219,bbbdc5bdd5d4f50a,31.63,transfer,api,9,6,DE,False,1,0,2024-03-25
b28c268d84a97d25,e91b18a6870ac128,183.14,refund,branch,12,0,US,False,24,0,2024-04-13
226f828701ea535f,47e9e5a660861f66,30.92,refund,atm,0,0,FR,False,1,0,2024-05-22
2498cb709106434c,a278a47b25db6b97,30.48,withdrawal,web,14,3,AT,False,16,0,2024-10-25
9f087ae1280ff0b8,e4f05966f5065ee4,73.83,transfer,web,23,2,DE,False,0,0,2024-08-13
7fc958e65608e129,a93aa7dace01d135,125.71,payment,branch,4,5,DE,False,21,0,2024-03-11
dbcb6f9268f20835,27bfaa358cd59a75,243.84,purchase,branch,1,1,DE,False,2,0,2024-05-14
314409696942e4cd,3cdd1af24469afca,57.73,refund,atm,2,1,DE,False,2,0,2024-06-09
d22ce67de5f9f781,7be3f805babdce8a,153.52,withdrawal,branch,3,3,DE,False,0,0,2024-03-25
4751e4a40b5d118b,8920b5e6cbd13faa,11.41,payment,branch,3,1,AT,False,16,0,2024-06-11
4aa41e77ca311670,409ac406fa85dadc,77.76,withdrawal,branch,3,1,DE,False,21,0,2024-06-06
384dea4373709373,141beb494b8b7b27,180.43,transfer,api,10,0,DE,False,16,0,2024-02-18
9496f40ffb878525,d588d79aa4e13ad0,45.5,withdrawal,web,12,3,DE,False,28,0,2024-09-12
c03c67f1f9f02091,abed2df131af0962,124.58,payment,web,5,5,DE,False,26,0,2024-04-03
1d6c6dfba1d71ca8,0a5211e92314f9b4,128.68,purchase,mobile,18,4,DE,False,25,0,2024-11-06
c1fc4326b0ba55af,52978548f0059668,34.66,transfer,api,7,0,CH,False,21,0,2024-07-28
9cec5ee53fbd3f22,8a7bd3275b901b34,41.36,purchase,web,15,6,AT,False,20,0,2024-12-14
4afcf612915e9fde,a80add72462cd85f,579.92,payment,branch,15,1,FR,False,25,0,2024-01-08
fa5069b0e95d1e11,6a623adabb546f28,215.49,transfer,web,21,6,DE,False,11,0,2024-03-22
3229f62e45e42d7a,74aea4f110f27179,71.5,payment,api,20,6,FR,False,18,0,2024-10-17
a2e05a69d0b44acc,a83327220e8416d4,747.26,refund,atm,7,3,DE,False,25,0,2024-01-09
0fbbc880fdca15bc,74f2f68548b3b883,21.71,payment,api,22,5,DE,False,13,0,2024-11-02
cdce15db518fb399,32b732435b773ec8,200.31,withdrawal,mobile,9,4,DE,False,16,0,2024-02-03
622d59db03a7993f,97b20d27eeac7dcf,24.26,refund,api,14,6,AT,True,20,0,2024-07-01
c2bf5cd288c25fe2,12e63a843a011c35,64.58,transfer,api,21,1,DE,False,8,0,2024-02-09
44029593c313d354,f2136377229fb6df,207.8,purchase,branch,19,4,DE,False,27,0,2024-08-11
dbac4657d690a15a,5f45a4b8ebe17768,86.75,transfer,atm,16,4,DE,False,1,0,2024-09-29
7ccb60f74eb73ba7,9a95dfb5a96b3ab2,228.21,transfer,atm,1,5,DE,True,28,0,2024-07-18
a5cfcce36f727973,fcfa4a64ddbcd24d,181.55,purchase,api,1,0,DE,False,28,0,2024-06-24
b78d26a4aeaf630c,a482af252c6703ed,63.76,refund,branch,14,4,DE,False,26,0,2024-05-30
a8a36eef532f15ad,33027c5d86ee9f67,195.94,transfer,api,23,4,CH,False,26,0,2024-04-09
76ecda6ab12211dd,216e516e33710669,349.24,transfer,atm,2,5,DE,False,17,0,2024-09-04
fe08fe69730e927e,4e0d9e14e02c2a34,329.56,transfer,api,5,3,FR,False,22,0,2024-09-28
720b6f977376467a,9160299cf45a5954,226.0,transfer,api,3,4,AT,False,0,0,2024-09-07
235f70865e9ea7a5,72fcea085bcfb91a,40.63,refund,atm,0,4,DE,False,21,0,2024-05-13
04aa2063340a1d7c,24deac2b448e263c,716.44,refund,api,2,6,DE,False,15,0,2024-04-11
7a1d13e8a830202f,65a9cbb4b5328719,251.84,transfer,atm,1,0,CH,False,9,0,2024-05-30
0c694caa55604f45,19283f997756204e,41.17,transfer,atm,19,1,CH,False,27,0,2024-02-19
14509f67f025ed86,a1afea0794aed73b,273.97,withdrawal,web,0,4,DE,False,22,0,2024-02-25
5435b6cd6afd420b,d627159aece184f2,20.47,purchase,branch,19,4,FR,False,18,0,2024-10-14
f92927e7465ee73d,f1a71cf26fe20f2b,333.7,purchase,web,8,2,DE,False,16,0,2024-06-27
e97e45a01a571442,a4747a10707f24f1,40.28,withdrawal,api,13,3,DE,False,24,0,2024-07-31
1e6a17358eacce42,031a84fdde5154dc,280.16,withdrawal,atm,5,1,DE,False,10,0,2024-12-08
18c3db17559546fa,d6b0aeb2a47ebd4f,102.4,refund,branch,11,6,CH,False,26,0,2024-04-01
80415065017a0d83,513c87b51b9ca1fc,277.16,withdrawal,web,4,6,DE,True,4,0,2024-07-09
70b9513417c8aab0,89e3a36ad922f12c,18.57,transfer,web,7,1,DE,False,26,0,2024-06-15
e2e1fe5606848c95,0396573038648b4c,55.99,withdrawal,atm,15,0,DE,False,13,0,2024-04-03
68f2ec192ccce565,95c371cdc09012db,27.64,refund,api,19,3,DE,False,22,0,2024-09-12
fb91f63b6381e1de,f2136377229fb6df,31.87,purchase,atm,20,3,DE,True,11,0,2024-12-26
313005e18969e761,350d9ea9aab807a6,302.48,payment,api,6,6,CH,False,25,0,2024-03-09
d36bd39b66bbd905,f3949495d1d258f1,198.84,refund,mobile,20,0,DE,False,1,0,2024-01-05
ff0163fdd9fc2690,39154da45e2b9586,29.43,withdrawal,branch,5,1,AT,False,0,0,2024-08-29
a3dfcf1a0c6328db,fc66fb484f6ff20a,93.89,purchase,mobile,5,2,DE,False,23,0,2024-10-14
6029fa06679189e2,3c988be854d19cf7,51.51,transfer,api,1,2,DE,False,26,0,2024-12-08
4df9bfc6be018dc6,a186648bf6fd0472,34.73,refund,mobile,23,0,DE,False,5,0,2024-03-02
48ba5fce5c0fe958,2aa6d7b211ac3c1c,84.05,transfer,mobile,14,6,AT,False,18,0,2024-04-05
eb18ea7431bc6121,cca7ef7141361fdf,41.45,refund,api,6,5,DE,False,3,0,2024-06-16
b63f30e2f2f5dc93,75d65b878316d8b6,36.36,transfer,mobile,5,2,DE,False,7,0,2024-10-03
fcb3a4b035a9ee02,ddec1d52a8577332,52.1,purchase,branch,7,1,CH,False,30,1,2024-06-19
71907e8967300dbf,bd9181189c0df7c0,534.34,purchase,api,22,5,DE,False,19,0,2024-10-25
1266d846490af2d1,2e6964ef01637f02,77.71,withdrawal,mobile,21,4,DE,False,15,0,2024-04-19
cf17e89892247e26,7f6ec6efeb9e17fd,939.51,transfer,api,17,4,DE,False,25,0,2024-02-20
ae3b30b44d3e0bb4,63686e65207e190f,245.01,payment,api,6,1,DE,True,24,0,2024-11-06
05c9de047137e1be,297073f7a7ee6b4f,97.28,refund,branch,11,5,DE,False,22,0,2024-12-07
41affc4fb578503a,63b8194152c1fb98,61.27,refund,branch,1,6,CH,False,26,0,2024-04-13
1025da5cd150f0f8,445cbc8cafc91178,46.78,purchase,web,18,6,AT,False,14,0,2024-03-24
1ed7566d7e3ec335,e63445ba373e1c9e,10.03,payment,web,4,5,DE,False,23,0,2024-06-27
dcc9e4c34d2eeb08,0ef584decd975f31,22.08,purchase,atm,20,6,AT,False,19,0,2024-01-03
c3762ecbe971d8f6,ef5f35f62ea79582,64.85,transfer,api,15,0,DE,False,12,0,2024-03-18
2c5be1e253dff405,63d18335b39fbaff,36.44,payment,branch,13,3,AT,False,3,0,2024-12-10
d052e3cd87022121,7ab91c2ae7549b3b,25.01,payment,mobile,5,0,DE,False,14,0,2024-06-24
37b73b746ea3fc86,c2ae9458e7377ef2,259.98,purchase,mobile,6,4,AT,False,9,0,2024-08-08
a91305554fa0e78c,de4ae09d9f2d9531,43.73,transfer,branch,20,5,CH,False,3,0,2024-05-24
1008e367d1eafc00,a98b26f89fb60041,28.52,refund,branch,20,4,DE,False,0,0,2024-06-16
844b39532c50527c,63686e65207e190f,32.79,transfer,web,18,1,AT,False,30,0,2024-07-13
87dea2d746cd3650,aa03c6e4e5791767,111.78,refund,branch,0,6,DE,False,3,0,2024-04-07
fd4b8913db950c25,3d9d6ee6fa361a6d,658.15,refund,atm,12,2,AT,False,27,1,2024-02-08
9117c4335c16e09b,04591516c0cb3ee1,162.71,transfer,branch,1,3,DE,False,15,0,2024-09-10
6b8f2cb47cc6efd3,6edd14d4d87db171,9.42,payment,branch,23,5,US,False,27,0,2024-07-30
0882854877130609,66240ca8805f0c13,288.68,payment,atm,10,2,US,False,28,0,2024-11-24
bf9721be5a4566d7,ed4a16cea68d7e1f,12.47,withdrawal,web,7,0,DE,False,29,0,2024-09-11
f3da0ef3c81227ec,5e971feb22cb149b,960.59,withdrawal,branch,9,4,DE,False,21,0,2024-06-27
f121ac837c18e0da,ccebc0d1a8068733,5.32,transfer,atm,15,6,DE,False,8,0,2024-01-02
bb803932670c4176,101cbc670c03679a,33.79,purchase,api,7,0,DE,False,30,0,2024-03-23
2eb2de15182e6010,796eb45bf61bbdbb,96.89,refund,web,23,5,DE,False,18,1,2024-02-25
c6a8ce66d231de6a,4aac019c2c5db85b,63.77,payment,mobile,16,0,DE,False,1,0,2024-04-27
4596947401597587,d5b91e64f71dcc83,296.78,refund,atm,15,2,DE,False,3,0,2024-01-13
84a2438f0a47c917,445cbc8cafc91178,106.04,refund,api,21,2,DE,False,19,0,2024-01-16
5115b3b69c6a4372,478afcd83d763d72,13.68,transfer,api,12,1,CH,False,14,0,2024-08-11
9eebeae3b9c0082b,aa70cf27e477cd4e,26.09,payment,atm,18,0,DE,False,22,0,2024-01-10
ae9ea5f0e0ead2c2,016ff9d51a4486dc,26.03,purchase,branch,3,2,US,False,0,0,2024-02-29
487d24336568e465,bd246b4341e55fef,72.79,purchase,web,8,0,DE,False,18,0,2024-10-09
e0b40893e3a88ba1,cd00dc8810df1048,407.39,withdrawal,api,0,2,DE,False,2,0,2024-03-29
aa4e38e0c5271f1a,39063b88013afa8a,24.86,payment,api,9,5,CH,False,29,0,2024-11-06
a59fb906a4b2a3cb,5a4f09026b5bd8b5,131.67,refund,branch,21,0,CH,False,17,0,2024-02-22
45a1aa1a71854726,79f31847f0a1fb1e,22.08,payment,branch,15,4,DE,False,5,0,2024-08-11
9ba6865f8cf089e7,1ef74de24738db7d,13.29,refund,api,19,2,DE,False,19,0,2024-01-08
fb6077b20df88b04,875c96b52ad634b5,26.81,transfer,web,6,3,DE,False,28,0,2024-03-28
8c839ee578046750,40c70ea52c9c36e1,11.0,payment,atm,3,6,FR,False,30,0,2024-02-12
0b6d4302f6ffe2b3,90aea48fe5e82c00,36.53,refund,api,16,4,DE,False,18,0,2024-03-16
eb5aaba632378527,333346881cc05374,110.65,withdrawal,api,0,6,CH,False,17,0,2024-05-13
0ec5871d794d0699,9743d8af544024c4,98.11,payment,branch,11,4,DE,False,18,0,2024-09-16
03babd19974b2fed,a2fd300705d48a59,79.06,transfer,web,0,2,DE,False,10,0,2024-02-17
09613ef42f514cc6,25a2fefaa45a6219,68.75,refund,branch,2,6,DE,False,5,0,2024-09-12
f08a5c3b603f7458,046fa5773922c5d8,220.27,transfer,api,21,3,DE,False,14,0,2024-07-19
269a212f4b546909,299b90f63d80b474,761.62,payment,atm,1,4,DE,False,8,0,2024-02-15
aecba96f0fb09f19,1f874be6a0cb1c90,108.62,purchase,web,15,4,DE,False,9,0,2024-12-19
499095f44ae8a340,4b486e2e8f378290,107.73,purchase,atm,3,6,FR,False,27,0,2024-12-09
76b105ae3b44ecda,1a13581cb12c0831,66.92,payment,api,13,5,DE,False,12,0,2024-05-07
2272b46d3a33ec2e,30888b723f760fac,25.86,payment,atm,14,4,DE,False,0,0,2024-06-22
5c9236cd38c1b942,0a5211e92314f9b4,68.07,withdrawal,api,7,6,DE,False,17,0,2024-09-14
26a5bd522fa92e20,26ca3d0df8ed600d,185.29,transfer,atm,17,3,DE,False,19,0,2024-08-11
2ab56074516aee52,7edd7493d09fd63a,469.12,transfer,api,14,4,DE,False,19,0,2024-02-15
13cfc0a0c1be292a,0a3a13a712776e78,127.06,transfer,branch,3,1,DE,False,28,1,2024-04-05
e8ce76344e7c3dd8,f2caa0becd2c7c50,25.54,refund,api,3,3,DE,False,0,0,2024-07-03
63d6b578f1856436,fb35e6d2e1868891,88.92,refund,web,13,2,DE,False,22,0,2024-01-15
975f422d8cbd4a67,129fe03886f1f5d5,113.46,payment,branch,23,3,CH,False,2,0,2024-03-05
a5f098b365a59df2,8a21706ad64d5905,30.7,refund,web,17,4,US,False,27,0,2024-10-09
27fbbb7b55b5ac11,ef33a9a3135f3db9,33.9,payment,mobile,10,4,DE,False,12,0,2024-10-06
5cc839cbc401a69b,e1918468b5de668e,151.32,transfer,api,12,5,DE,False,29,0,2024-10-17
ea78acd7996b071c,3ecd8c40e835c185,1660.29,withdrawal,atm,18,2,US,False,1,0,2024-11-10
f9cccd48c2fefb66,bc5b3d83c4f94cac,375.59,payment,branch,11,1,DE,False,22,0,2024-02-28
463b90668a81aa28,2709c6d24922d50e,82.19,payment,mobile,19,4,AT,False,12,0,2024-06-09
23ada7f21c5b772a,f2caa0becd2c7c50,47.85,transfer,web,16,4,DE,False,1,0,2024-01-04
639f3a40669a4e26,fb31b871b8a3adab,194.85,withdrawal,api,18,2,DE,False,12,0,2024-12-15
017d1fbd614370a7,e52768c960a35996,617.25,purchase,branch,13,0,DE,False,5,1,2024-06-08
c6da2efb1dcebbe7,4762862489547fd2,70.29,purchase,atm,17,0,DE,False,9,0,2024-04-23
d1583b624ab3ca94,0fe90c42e16ec1ac,1760.44,payment,branch,4,1,CH,False,25,0,2024-07-14
72f80296849a7d49,a20770f994d8bc93,11.31,purchase,atm,22,2,DE,False,10,0,2024-06-26
79f83c813f694d0e,73782229d955b453,423.14,transfer,web,5,1,DE,False,25,0,2024-09-01
9090815a05ec016e,c71d88a3c296fdf2,143.71,transfer,atm,19,0,DE,False,5,0,2024-02-21
8e3afb50240ad6c1,c2dfeb5991158ea3,105.55,refund,api,20,3,US,True,28,0,2024-01-08
ef367e6d1556245e,310b642934f57b26,80.79,purchase,branch,22,3,US,False,27,0,2024-10-22
7e9c0f59d6f95b35,12c49e91ba41f800,307.09,payment,atm,14,1,US,False,8,0,2024-11-22
4838dc8d18a0d568,9a5ccc82ae06bb65,75.11,payment,mobile,1,1,DE,False,24,0,2024-06-24
9793ac96b7ccdf2d,66240ca8805f0c13,56.03,purchase,api,1,3,DE,False,20,0,2024-05-15
26ec060cac27a37c,9030765f9f6a676b,93.87,payment,api,22,6,DE,False,8,0,2024-05-17
b681924eba800fce,f7af4dc3737fd9e4,20.99,withdrawal,branch,10,5,DE,False,28,0,2024-03-12
ea8e1142ff1c374d,ba6854b5e65567f3,124.83,purchase,api,23,6,US,False,28,0,2024-04-15
ae90c2560d82ad47,0856888b48e8a7ac,233.71,transfer,branch,5,0,DE,False,17,0,2024-03-27
370db1f8e586ea8d,14e24b971303e94d,16.87,payment,api,1,6,CH,False,12,0,2024-01-22
ad758007214d341e,d133b4740ead06a0,34.27,payment,branch,19,6,US,False,17,0,2024-03-15
444b31f5b821cdac,a3bb335e7dd28a54,125.41,transfer,atm,0,0,CH,False,25,0,2024-02-23
4950f02f5a3dd7d1,ceabfd7dba2cdcee,70.29,refund,web,13,2,US,False,8,0,2024-07-03
e2253489a73a16b1,bd9181189c0df7c0,53.63,refund,mobile,17,2,DE,False,19,0,2024-12-26
a8ed747be845b11e,0312fa2a05021b8f,100.46,withdrawal,mobile,20,4,DE,False,30,0,2024-12-04
11c694297f2bc982,d133b4740ead06a0,382.94,purchase,api,16,4,AT,False,24,0,2024-02-01
81fdfc0c2efee969,20afa56bf367ac54,108.53,purchase,web,8,6,DE,False,12,0,2024-02-15
1db8ed2f92050986,8cfb46094b5f0108,290.85,purchase,atm,5,2,DE,False,17,0,2024-10-30
588084be27141644,692868edafe1ed22,36.3,refund,web,4,0,US,False,15,1,2024-03-21
779e519335ee9318,fb09b981a66b5455,243.33,transfer,api,16,0,AT,False,6,0,2024-03-03
88227ac2e95e213e,0dc17c506a1ce18f,59.45,payment,web,0,4,CH,False,27,0,2024-12-12
3255d4aa6f8a69a7,c8bd83145603e477,148.95,refund,web,9,1,DE,False,9,0,2024-04-30
f70185b6068064ae,52f2608f0fdfd28c,414.93,transfer,web,18,4,AT,False,8,0,2024-10-08
9f6fd5f265cd8746,1a13581cb12c0831,30.36,purchase,api,10,6,DE,False,0,0,2024-01-09
ac446484df05c014,e00949f19b733cdb,286.77,transfer,web,11,6,CH,False,30,0,2024-07-13
458de3d3d313caf1,52978548f0059668,251.81,payment,branch,13,5,DE,False,2,1,2024-11-27
15d892b27ad81b59,69ab54f2b5e0c129,305.59,payment,web,22,6,CH,False,9,1,2024-08-16
24c9ce1ec299a2ac,28c2b9d5a3056adf,49.26,refund,atm,19,3,DE,False,11,0,2024-04-09
eac8ceda46896d29,515cff74d51e2c28,73.17,refund,mobile,12,4,AT,False,12,0,2024-11-06
edddfea43ab123de,898b90d5e7d15ebc,311.85,refund,branch,17,4,DE,False,3,0,2024-12-15
09cc8d0e46388e8f,e9eb878f95923e75,339.5,payment,atm,0,2,CH,False,11,0,2024-02-09
51bc8cd3efb70428,ae7d9d97fe6e5f3d,77.44,refund,mobile,4,0,FR,False,28,0,2024-07-02
7c3758afbedde0ab,f148d5c44b2f2680,631.99,refund,api,5,3,DE,False,17,0,2024-10-19
38e53a7993e51fee,fec6726221782e14,224.78,refund,atm,3,3,DE,False,2,0,2024-03-11
638fe961899d390d,32693de0c6c167a7,31.46,payment,web,17,5,AT,False,4,0,2024-11-07
9606d1b0ef26549d,2abe76f47173a52a,2126.68,purchase,atm,5,1,DE,False,10,0,2024-02-08
8f370bddf9a3028d,692868edafe1ed22,184.59,transfer,web,17,2,DE,False,26,0,2024-06-12
61e5256743ebcc39,f9c769c2d2fa5c49,173.93,refund,mobile,4,6,CH,False,0,0,2024-01-10
4893b6ff22e4cec8,13db5c474160f6cc,150.66,purchase,mobile,22,2,DE,False,14,0,2024-03-10
7f1385fd156159d1,d386115847af95a5,347.31,transfer,api,5,4,DE,False,28,0,2024-01-03
4686dc32968291ff,8dc5d38069cca211,15.43,refund,mobile,5,5,DE,False,2,0,2024-08-02
1d77b83410c6dc92,bdce091f2454ef15,2.87,withdrawal,web,15,0,DE,False,17,0,2024-01-31
176a189774420bfc,ac0d58c6f453e585,25.59,payment,api,5,6,DE,False,26,0,2024-06-10
d6ad50f5125c3b33,33027c5d86ee9f67,49.8,payment,atm,7,6,CH,False,26,0,2024-04-12
b47e2ac74d5db86a,24035e5fa3060bd4,73.0,payment,web,15,2,FR,False,20,0,2024-09-15
07ac16e6bd55505b,2cf007913545eeb5,343.71,withdrawal,atm,7,6,DE,False,16,0,2024-10-30
7ebf0ceb3b33e40c,901cca668dced61d,274.83,purchase,atm,4,4,DE,False,24,0,2024-02-15
2a778fe84046c93b,84fab9f7a7dc984a,225.38,transfer,branch,6,6,DE,False,6,0,2024-02-06
a5be24be28215e91,b30511c26c4cf80e,44.89,refund,branch,7,5,DE,False,9,0,2024-07-03
a267dce76a74c11b,52978548f0059668,10.72,transfer,atm,4,3,DE,False,8,0,2024-08-10
ac1c8f35ee835a90,7b9f9dd5e6c6017e,224.67,refund,api,7,5,US,False,29,0,2024-04-09
5d90222fbf42e1b9,22727d17208d372b,55.09,transfer,branch,20,6,DE,False,17,0,2024-06-20
6e653f52965a22d0,8b531b21e41bc3a2,73.56,withdrawal,web,12,2,DE,False,2,0,2024-07-22
d9640c6f08ba042d,c50eda8600c290eb,42.92,payment,api,1,4,FR,False,10,0,2024-09-09
b251b3b62d435f7f,3fc3ba49c9dc124c,414.54,refund,web,7,0,US,False,14,0,2024-07-17
a20100bef7d1fc1c,9e04230ae86651f3,174.82,transfer,atm,9,5,FR,False,1,0,2024-03-31
e2ac798f74d86800,cc57238a136e920c,143.16,refund,atm,7,2,CH,False,22,0,2024-12-15
8e24ed4ba5a121e5,a2fbd00f815aca53,137.01,withdrawal,api,11,6,US,True,27,0,2024-12-24
4c6a093494f1e7f2,93bf1e687d737a40,23.13,withdrawal,mobile,23,1,FR,False,25,0,2024-12-17
50d0bfb4a1fe0fa3,a7847bb3573d03ed,23.31,refund,atm,1,3,DE,False,15,0,2024-08-14
10051384be54d9e6,624fa59c72776852,43.39,refund,api,1,2,AT,False,11,0,2024-04-28
6e5113e72b6f1dbd,114f7360cdf50a16,156.5,payment,branch,9,5,DE,False,24,0,2024-04-14
35e44a03d6fe0ac7,2f32543265ea675a,53.29,payment,mobile,13,0,DE,False,24,0,2024-02-06
2c4351181d3e166b,36ab2c1257ef07e9,31.01,payment,mobile,20,2,CH,False,5,0,2024-07-02
db06b25b65f60827,66e075ad1e08433b,182.65,withdrawal,api,10,1,DE,False,1,0,2024-09-06
0dab528b46d5a887,ae7d9d97fe6e5f3d,100.04,purchase,branch,15,2,DE,False,7,0,2024-09-13
4d64cf342d63f694,a3bb335e7dd28a54,142.24,transfer,mobile,18,6,DE,False,30,0,2024-04-25
af225370c40b6dbf,13ddef20378fc798,17.0,transfer,atm,10,0,DE,False,26,1,2024-09-09
ea216af40a653a23,2858814fb98eb39b,385.54,transfer,branch,5,2,DE,False,5,0,2024-11-17
95f548cebd78fd1a,e56433ed5346f95f,195.98,transfer,mobile,7,2,DE,False,0,0,2024-01-17
363f6dc28eef23e8,9138a33ef327e1ff,54.69,withdrawal,mobile,0,5,AT,False,29,0,2024-05-09
b2d2a9d093818dc5,0856888b48e8a7ac,25.0,purchase,mobile,4,4,FR,False,21,0,2024-08-21
185ecfaf73723cdb,40795a3e29c51480,44.51,transfer,web,5,4,AT,False,9,0,2024-01-24
942b209e5880aa4d,d504b2be039b67e9,307.41,transfer,web,22,1,DE,False,5,0,2024-08-24
b17c75caa6fb97e5,781a084a4e5ce34e,223.37,refund,web,5,1,DE,False,3,0,2024-11-07
c0bb547fd0e5b296,5c92fcc0db6d8ab7,128.23,refund,web,16,4,FR,False,21,0,2024-02-18
9d2d2a2775989462,238a336ea811dc5f,67.94,withdrawal,api,17,0,AT,False,18,0,2024-12-19
7306f48af7e0246f,1bcfd5947f39426e,73.29,payment,branch,17,4,DE,False,24,0,2024-05-01
4ff4d59d59f135ea,21dc0452e33bdfe1,131.05,refund,mobile,2,4,US,False,4,0,2024-10-24
46b4f8e4b8a92532,48373bfa03a95bc5,59.68,payment,api,4,1,AT,False,0,0,2024-10-09
98cdb6a0dda0d493,ae956de840bb1be2,150.07,transfer,mobile,21,1,DE,False,8,0,2024-05-22
b26a58f599eff57f,7cc3d9f09d5d18c2,45.41,refund,web,2,3,US,False,18,0,2024-04-10
277da82ab7f9e711,ebc260a30110adcb,117.39,payment,mobile,1,2,FR,False,7,0,2024-03-07
cfc9123d92c9d4a6,c8c37fc4912b4fd6,73.98,transfer,web,7,2,AT,True,24,0,2024-09-14
828f6497880b3ed9,4d6eb45fd05d56fd,20.36,purchase,atm,12,1,DE,False,1,0,2024-10-31
afe739dcdd3ef795,d504b2be039b67e9,445.27,purchase,atm,12,4,DE,False,4,0,2024-12-16
f0d963c51de226c4,3cdd1af24469afca,25.79,refund,web,5,4,AT,False,3,0,2024-01-15
92c155ffe9c71fc6,328e8885eb7190eb,101.21,refund,branch,12,1,DE,False,27,0,2024-03-01
49694507371cda36,2547a6de8a3897bd,85.26,withdrawal,branch,17,2,US,False,29,0,2024-01-21
181ed81c0fd2b931,09ab9c9076ff0dc4,36.45,transfer,web,18,4,CH,False,1,0,2024-05-26
c1b8b014f4797557,51567c4b4d22a582,186.17,payment,branch,13,3,US,False,19,0,2024-04-25
66139efa89927cdf,8de66ee28c31b238,75.74,refund,branch,5,3,DE,False,12,0,2024-03-01
74f6899aacfb26e4,bc7c29eefe7123ba,54.96,transfer,branch,21,1,FR,False,30,0,2024-12-22
8a54ac365ecca99c,97aef52e361eff46,51.1,refund,api,20,0,DE,False,19,0,2024-11-12
