interaction_id,customer_token,channel,topic,duration_minutes,resolution_status,satisfaction_score,agent_id_hash,interaction_date
891f058d2bf6806a,2858814fb98eb39b,branch,complaint,0.5,resolved,7.0,d62a03403b96385d,2024-04-28
143596376c0b7a36,97353626cda41f54,chat,technical,6.8,resolved,9.4,c5c4ea45c9fa7128,2024-07-11
a671239ee0d19db3,2709c6d24922d50e,chat,billing,1.5,resolved,8.7,b4b0a9df62e6341e,2024-03-30
21cc47b7918ac507,73a33dcdb368fef2,chat,complaint,30.4,resolved,7.1,ddf170a476086c6f,2024-02-23
617854df6440822b,0ef584decd975f31,app,cancellation,6.5,unresolved,6.9,2305400ca286a6be,2024-10-20
1e840c481619eb5e,11bccca6fdc498bb,chat,general,2.7,unresolved,3.9,fedc2b2956802007,2024-03-01
b53261b83aa631cc,9c7ccf173ddb81cf,email,general,14.1,resolved,8.6,05793679970dfe83,2024-04-02
21e205f140001062,379706e13cf85e7f,chat,billing,2.0,unresolved,2.5,8f76ee50d48b6eb3,2024-12-25
fce3ed24678335df,a186648bf6fd0472,app,billing,4.2,resolved,2.4,6454d581c167ce15,2024-03-20
c62e9ca6684dc39c,3cd287a648484145,phone,complaint,6.4,unresolved,7.7,f390a7f3d461cad8,2024-10-31
baab53d4f7a3ac9d,f130ec10be50dac5,chat,billing,7.4,resolved,4.7,fb850b9cfc684926,2024-03-15
f37daaacf8d884dc,7d3b0e86e95f0ad8,chat,complaint,0.2,resolved,4.0,c5c4ea45c9fa7128,2024-07-04
911bd5d4bebca40d,713ed89f0f6f4e04,chat,technical,5.7,unresolved,3.6,05793679970dfe83,2024-07-03
55957e347ff6a100,06f74147682dd6f5,branch,billing,2.6,resolved,1.9,f390a7f3d461cad8,2024-05-13
82f4aec54bd17e87,a6e44b308296a3d0,phone,complaint,3.7,unresolved,7.2,fedc2b2956802007,2024-08-18
97b6ed202bd8397f,54134e1b407907c1,branch,technical,5.0,resolved,2.2,f058f69146fde5a4,2024-10-23
049afeba55ad17fc,33027c5d86ee9f67,chat,general,5.6,unresolved,4.7,fedc2b2956802007,2024-10-03
44b3d73e3d785c91,3f4efb84eb535b03,email,upgrade,0.4,resolved,2.3,c5c4ea45c9fa7128,2024-05-04
949715ffe97ab96e,3ca7c76a3216d1e2,branch,upgrade,6.5,resolved,7.3,2cd0bba07e3f4cdf,2024-11-30
cfb6cca4d5040d91,87923f6cb4a43c53,phone,billing,0.5,resolved,9.4,c5c4ea45c9fa7128,2024-08-25
525ac8d233476d1c,58ed68e151539877,branch,upgrade,4.4,unresolved,4.3,5e638881d60146cc,2024-10-19
e5e99ecd77bd90d8,4a64fe624ae06538,phone,upgrade,16.2,resolved,9.1,1fa6b70d2a59204a,2024-10-08
4f91d5abf38e6c3c,c883193555c4b7ec,branch,upgrade,2.2,resolved,1.3,3370822d9a67b2b4,2024-06-26
9140d19eed8f7b6c,fcfa4a64ddbcd24d,chat,technical,5.8,unresolved,2.1,1fa6b70d2a59204a,2024-04-06
d98e9d0a08687238,2940524866b1c70b,app,complaint,8.7,unresolved,8.6,5b7627488b739561,2024-05-02
fe9711eed5751ac5,204388e1feff3a9b,phone,billing,11.6,unresolved,3.9,64b696c958ad6331,2024-04-05
4c2c0232dfdc8dfb,1a2082882718940b,phone,complaint,2.6,resolved,9.5,bac5f7879d67307f,2024-08-20
8f2aa2085d2cdef5,4762862489547fd2,phone,upgrade,5.9,resolved,4.0,f058f69146fde5a4,2024-03-23
0e0760f5fa340b0f,cfd3427cb3b54ffa,phone,upgrade,3.5,resolved,5.4,c5c4ea45c9fa7128,2024-09-13
35cbfbf8fb48899d,25ea9e9c9f1d2ee0,app,complaint,19.5,resolved,6.6,b6e6bbe380a4ecfa,2024-04-13
faff9a9e745fdb92,2f32543265ea675a,branch,complaint,15.5,resolved,8.8,d62a03403b96385d,2024-05-03
f58543c1337f80e1,a80add72462cd85f,chat,upgrade,0.4,unresolved,1.9,1c39c989cc2a171c,2024-06-11
38acca2e8f4b3bb2,de77ec1f76a7aec8,app,general,2.9,resolved,5.2,06ca84ca3e4fe39c,2024-09-09
b5601c61e5d82e60,25a2fefaa45a6219,app,billing,5.4,resolved,9.1,3370822d9a67b2b4,2024-02-28
062e674cfa9c9743,3efc9e32d7f15ec4,email,upgrade,2.4,unresolved,7.1,399b6a1f1b2a5ad4,2024-01-19
3e95f06b27bc2f08,52ad3664a4d05665,branch,upgrade,0.3,unresolved,3.6,ee08771c9d0f0715,2024-10-12
e12d25fa05765050,1383c0e777d7e42a,branch,general,3.3,unresolved,4.7,b42c3b95cba63112,2024-05-22
3c814dd34145a0b8,bdce091f2454ef15,app,billing,1.5,resolved,3.3,8f76ee50d48b6eb3,2024-12-10
c23feb6b404693c3,93e0c9c1ec54aeae,app,billing,0.8,unresolved,3.0,ddf170a476086c6f,2024-03-15
bb38595e13632a17,d79c204a6da3f355,app,billing,11.4,unresolved,6.5,b7dff30912eb0039,2024-09-18
49a6c16af1cadfed,e97b3e0b20a99c99,phone,technical,7.2,resolved,7.7,dfec25d33cc2bf76,2024-10-16
c00dc8ca82ffb99c,238a336ea811dc5f,branch,technical,3.9,escalated,4.5,5e638881d60146cc,2024-02-04
23e91c2edc57d651,744d8a1d6cb48194,branch,cancellation,1.2,unresolved,9.9,cac0551db5e3f05d,2024-05-04
a190daf0722b04d5,1df807fa2247cd59,app,general,12.7,resolved,6.6,b7dff30912eb0039,2024-02-13
8d6ca68e76f0661a,99e081371b7c90ab,chat,complaint,1.4,escalated,7.1,05793679970dfe83,2024-06-24
bd98d5bcd0a05004,1dd675c43554d179,chat,billing,4.0,resolved,2.9,c76eb8bd11bd6115,2024-01-19
03d493ce2fa8775f,4d2ab5de3d01f17e,phone,cancellation,2.8,unresolved,5.4,c7c7ef357b5ecde0,2024-06-28
af2fdac319204d0e,e5b1e41da4f5a0ef,phone,general,3.9,resolved,6.0,544a618267704438,2024-04-04
94c904d95f5f82e9,cd57fcebe948e59f,branch,billing,1.4,unresolved,2.5,bac5f7879d67307f,2024-09-15
7ed1761ea8845280,cc637b3172221795,phone,technical,2.4,resolved,2.8,774ec0b9da094a62,2024-06-25
d466314fbd595d77,d1bcbf944b97b4cc,branch,general,2.5,unresolved,9.3,1c39c989cc2a171c,2024-10-18
01aa9831ff79be6c,c13e306f211ed1f4,email,billing,3.8,resolved,2.2,0addca0233b2a77d,2024-09-16
c508170b1c9c93a3,1533a1259c2fc740,email,general,3.7,resolved,5.0,dad25bdc2eb28efc,2024-06-04
c45ff99e87ba2ead,6a7e697c2a185547,branch,complaint,1.0,resolved,7.0,1fa6b70d2a59204a,2024-02-12
b1cf4d577a6be949,33a9983d68605042,app,technical,1.5,resolved,4.2,f390a7f3d461cad8,2024-09-04
ed19c8ca6942eb78,85607fb2f086c1c1,app,general,2.4,resolved,2.1,ec398133ae662ffd,2024-02-06
bcfcfadeeb5e09d0,697dbb1da7fa8b85,chat,cancellation,0.6,resolved,9.9,af4f3115ae880ef1,2024-02-26
831286e90b44fe2b,c9b87801e32ab2ac,email,billing,3.8,escalated,5.2,609f4a1d006cc5d0,2024-12-14
439db74e19490ee8,2e6964ef01637f02,branch,billing,1.2,resolved,2.4,fedc2b2956802007,2024-08-07
4429e134fe7fc467,8f1e6776beeabb48,email,cancellation,1.4,unresolved,5.9,f390a7f3d461cad8,2024-06-24
4589a794c9b2b841,99e081371b7c90ab,chat,general,5.0,resolved,2.2,774ec0b9da094a62,2024-11-23
8f738560d15ef40a,289fad8aadc0b5a7,branch,cancellation,7.1,unresolved,8.5,06ca84ca3e4fe39c,2024-08-17
c371ca5441930d7a,123d24d4a082ef24,app,general,6.8,unresolved,1.8,64b696c958ad6331,2024-03-16
28b2527aab8f931a,333346881cc05374,app,technical,1.1,resolved,9.9,32bd638578fd7f8f,2024-07-06
d4a2adf1c0cedc41,5800cc8d6a5c3e91,app,general,10.4,resolved,5.8,8f76ee50d48b6eb3,2024-06-13
00f47c9d160f9626,294eec57b188ae20,branch,upgrade,0.1,unresolved,1.8,5e638881d60146cc,2024-06-21
bed7468b3b9dd0f6,7e4da7f164626253,branch,cancellation,0.5,resolved,9.2,1c39c989cc2a171c,2024-06-14
ad29ec86ce0723f7,783822a5b1d89d21,email,complaint,0.5,unresolved,7.1,3370822d9a67b2b4,2024-12-16
8c58a26ebd1c0280,f78adc53ffb3b0e6,phone,upgrade,2.6,resolved,4.8,3370822d9a67b2b4,2024-09-04
a010412ce19f0db6,48373bfa03a95bc5,chat,general,0.6,escalated,1.2,56de770f703fbd3c,2024-05-19
ff31d1665a4ed235,1c977db147f46222,chat,complaint,0.2,resolved,7.6,1c39c989cc2a171c,2024-11-07
3b8a9c08d1d65da9,35d53b5d84d3da8d,chat,upgrade,3.8,unresolved,8.7,d62a03403b96385d,2024-10-26
257830542676fd66,e89361e718e38b84,phone,billing,4.6,resolved,9.0,8f76ee50d48b6eb3,2024-09-26
41f06b1d71a7d438,ee2417daade824ea,chat,billing,4.3,unresolved,2.8,05793679970dfe83,2024-12-18
d4fbcfebcdafb7b4,e9eb878f95923e75,app,billing,2.8,resolved,5.9,cac0551db5e3f05d,2024-05-18
794bf8eeac46a19c,9f0102c1e761f255,branch,technical,0.5,resolved,5.2,8f76ee50d48b6eb3,2024-01-17
e3d697a652bde696,5bd4c9e5956de746,app,technical,2.0,resolved,1.7,1fa6b70d2a59204a,2024-04-05
2237ffc0326826f4,aefe81416a2fabaf,phone,general,6.5,escalated,9.5,0823317874a6b052,2024-01-08
d50ee70ebf206648,a54cf8e4bd9cd4d7,phone,general,3.9,escalated,6.2,1fa6b70d2a59204a,2024-11-30
53505f335888d67f,e6068bab5d5b8d95,chat,complaint,4.7,resolved,3.0,5e638881d60146cc,2024-06-26
3cfc1dcf805bfef3,0ef584decd975f31,email,technical,5.2,resolved,2.5,8168c84b4d453f19,2024-04-17
b4a0de489c31d74d,4d6951c1297e4c67,phone,technical,5.7,resolved,1.1,0addca0233b2a77d,2024-09-20
d90c99c4624c7d43,75d65b878316d8b6,chat,technical,5.9,resolved,6.7,1c39c989cc2a171c,2024-03-10
ea9eb419339fc547,1513d2d5ae9abd60,branch,upgrade,6.6,resolved,3.3,c423299841bcd116,2024-12-10
70d30994d7506637,e719af81c6c44bc2,branch,general,1.5,resolved,6.9,1a74383a109cb319,2024-01-07
e61942f65a328d64,ead1177c5fa66d4c,app,billing,0.6,resolved,7.7,5b7627488b739561,2024-10-11
e4a9648f441bdce4,7a95d43b030bcb1f,app,upgrade,2.7,resolved,5.7,0addca0233b2a77d,2024-04-15
1f9295f346681fd8,a80add72462cd85f,chat,cancellation,5.1,resolved,3.2,3370822d9a67b2b4,2024-08-23
2143a1fcf5ae8d00,9b07df76ca908edb,email,technical,3.0,unresolved,7.1,399b6a1f1b2a5ad4,2024-12-15
9ae13bf21d49ba3d,250219c2401f56a4,chat,technical,6.8,resolved,1.8,b6e6bbe380a4ecfa,2024-04-18
a18f13afc5cef620,c8bd83145603e477,email,billing,2.7,resolved,3.0,bac5f7879d67307f,2024-07-10
a79231f18f83f1fa,5ce4a8318d8f92e9,phone,upgrade,1.3,escalated,6.9,fb850b9cfc684926,2024-10-11
bfe149970bca7539,7650e7960a7a4e2a,email,cancellation,5.7,resolved,9.6,d120a5423d6b9809,2024-03-27
6f7c04efa5f8832b,5c03a23a3401daf8,chat,billing,1.4,unresolved,2.1,d62a03403b96385d,2024-01-02
79dd3172eb846ffc,cc57238a136e920c,branch,technical,1.0,resolved,9.0,b7dff30912eb0039,2024-03-07
26cf343e4f1ebf85,0bb1d61fa1b0f993,branch,technical,5.1,resolved,2.2,b7dff30912eb0039,2024-06-03
7fb3602c39dece0e,21d14a120ca4e518,phone,billing,4.4,resolved,1.7,ee08771c9d0f0715,2024-01-02
d18737ae7a29a7ad,51567c4b4d22a582,chat,complaint,1.4,resolved,7.3,05793679970dfe83,2024-10-21
c1eeea44ad6a4f1d,51567c4b4d22a582,app,upgrade,2.2,resolved,8.6,3c4fd57ee2769348,2024-07-02
f475375e44ef722c,744590daea52110c,branch,cancellation,11.4,resolved,9.8,64b696c958ad6331,2024-12-03
bb80375c53ed8308,ac0d58c6f453e585,branch,billing,1.2,unresolved,3.0,dad25bdc2eb28efc,2024-03-15
db2b8878ea28bd50,0312fa2a05021b8f,app,cancellation,1.8,unresolved,2.0,56de770f703fbd3c,2024-05-29
806e981a3e94eb10,48729bba3c509acb,chat,technical,0.7,unresolved,8.9,1a74383a109cb319,2024-01-20
7950544e1435adb3,aa3b32f4bbac4e77,phone,general,0.3,unresolved,2.5,0addca0233b2a77d,2024-07-11
cf8b5332fea502b9,285ea4ca8c35e49e,chat,billing,7.0,resolved,7.1,dad25bdc2eb28efc,2024-06-22
d4778218a76729f9,9009b7941abcc0b2,app,upgrade,5.1,resolved,1.2,2cd0bba07e3f4cdf,2024-07-01
952b68a93e4eec13,06a4d89404253d9e,phone,billing,9.1,resolved,4.2,b7dff30912eb0039,2024-04-18
062cc88b9e6739f3,174082e445371ba1,app,upgrade,0.0,unresolved,3.0,5b7627488b739561,2024-02-29
079c20a3cf257262,20f1826aa7875d0d,chat,complaint,3.3,resolved,5.4,1c39c989cc2a171c,2024-01-04
408c9a36bd6275ca,5a412311b1b38c82,chat,cancellation,4.8,resolved,5.4,1c39c989cc2a171c,2024-01-08
8cd53b7438607ad3,2160957767334b7b,app,upgrade,2.4,resolved,8.0,32bd638578fd7f8f,2024-06-15
ac8625ad93c1d3a0,7edd7493d09fd63a,branch,general,1.4,resolved,4.5,8168c84b4d453f19,2024-05-12
52de170ca6cc873a,9d25b2247e76feda,app,billing,1.3,resolved,3.5,05793679970dfe83,2024-04-28
2b9d14b5803e357a,788179f07895627a,branch,cancellation,7.5,resolved,3.8,c5c4ea45c9fa7128,2024-05-07
bdfdab49facc1f7b,25ea9e9c9f1d2ee0,email,billing,0.5,resolved,6.0,ec398133ae662ffd,2024-10-14
ebb49a49e01adbd4,d215733731d66368,chat,complaint,2.3,unresolved,2.8,af4f3115ae880ef1,2024-02-22
60952b858fd2c627,63b8194152c1fb98,app,cancellation,10.9,unresolved,5.8,cfa1407a0ddbe71e,2024-01-07
44c97288a84fdf6a,031a84fdde5154dc,app,general,4.9,unresolved,8.7,399b6a1f1b2a5ad4,2024-07-06
2d5bfc202cda853f,76de6665e38fef60,chat,complaint,0.0,unresolved,8.0,f058f69146fde5a4,2024-02-05
481594f18434aa63,60ec1ac35556f58d,phone,billing,8.7,resolved,4.6,06ca84ca3e4fe39c,2024-12-24
8c75b4911077db1c,24876d5b2e6b42f2,phone,cancellation,2.2,unresolved,3.4,fb850b9cfc684926,2024-01-17
345467cbe7fb3800,5d596698634b376f,chat,billing,3.6,resolved,6.5,bac5f7879d67307f,2024-01-21
7c0fb2ea6def9a4a,4ef34e24367ad7d4,app,complaint,4.0,resolved,8.1,8f76ee50d48b6eb3,2024-07-04
8e6f84818026b7ba,aa1ec59bd2903131,email,billing,0.7,unresolved,4.7,56de770f703fbd3c,2024-12-21
17ec47d38becd59a,250219c2401f56a4,branch,complaint,0.4,resolved,4.5,3370822d9a67b2b4,2024-12-30
c53e8b27d8db509b,2940524866b1c70b,branch,technical,0.8,unresolved,4.9,32bd638578fd7f8f,2024-08-07
ee2765ce84da80cb,165af6b8bc77c4ce,email,upgrade,0.6,unresolved,6.9,adeaddf287e0ac93,2024-04-27
2daad25db907cc31,f87bb15bd53e109e,email,billing,18.6,resolved,3.5,ec398133ae662ffd,2024-10-08
fa55a9712740e84e,371ff7cf2e7b362f,branch,complaint,5.7,resolved,9.0,dad25bdc2eb28efc,2024-11-02
64211052fb4ae6f9,8183e42e6ef09235,email,upgrade,0.5,resolved,3.0,1fa6b70d2a59204a,2024-08-02
7b3e2679ed166f5a,1afdd1a2c9be1455,app,cancellation,14.4,resolved,7.1,d62a03403b96385d,2024-12-22
b7a6c833e02c1719,c4f7fe339ce44579,email,billing,4.7,resolved,2.4,cac0551db5e3f05d,2024-03-19
9cfc9dc6455bef0b,cb70054de19693ac,app,upgrade,12.4,resolved,7.5,2cd0bba07e3f4cdf,2024-02-03
c5a6e2a853b9d68a,310b642934f57b26,phone,upgrade,14.3,resolved,9.0,f058f69146fde5a4,2024-04-09
0fbc22f93848232b,ef33a9a3135f3db9,email,general,7.0,resolved,6.6,5b7627488b739561,2024-09-18
ebab8804691a873c,601c7b8334f16768,phone,billing,7.4,resolved,8.6,fedc2b2956802007,2024-05-25
45d693b01e2455c9,3f8912e52a75358c,email,complaint,5.0,resolved,7.2,0addca0233b2a77d,2024-05-14
6f862fee16e57f8c,eeccf8e98cb3268d,phone,technical,1.6,unresolved,9.7,b7dff30912eb0039,2024-07-29
ac6b48b739652ced,e63445ba373e1c9e,phone,upgrade,7.3,resolved,8.1,32bd638578fd7f8f,2024-03-02
6ed17c2dfadd86c0,f130ec10be50dac5,chat,general,7.4,resolved,2.3,ee08771c9d0f0715,2024-10-12
af49d8c2abc98538,76de6665e38fef60,branch,upgrade,3.6,resolved,8.2,8f76ee50d48b6eb3,2024-10-24
70c0b66591b8555d,1095343f2be478c8,branch,cancellation,2.8,resolved,7.4,dad25bdc2eb28efc,2024-05-28
5838575677771498,2c955c05a25028f6,app,upgrade,1.3,resolved,8.4,8f76ee50d48b6eb3,2024-09-28
1e812e165b1f5ed8,8ed82341e506bba1,email,complaint,6.4,escalated,9.0,b4b0a9df62e6341e,2024-09-24
7ae5710add3096e4,430d5e560fc5effe,branch,general,0.7,unresolved,9.1,64b696c958ad6331,2024-08-15
039fea7f475faa94,ad007edf2917d996,branch,technical,1.2,resolved,8.5,2305400ca286a6be,2024-08-15
417e8b203faed1d5,06a4d89404253d9e,branch,upgrade,6.4,resolved,4.5,64b696c958ad6331,2024-02-26
6803136de1b6fb69,f431ecb7711615b0,branch,billing,2.1,unresolved,6.5,b6e6bbe380a4ecfa,2024-06-06
b805ec3bc6174e24,f7af4dc3737fd9e4,branch,general,2.5,resolved,9.8,32bd638578fd7f8f,2024-12-10
f02e8dc2c5f2d823,2ef53364280f236e,chat,general,0.1,resolved,10.0,f390a7f3d461cad8,2024-12-29
17295f59ade2f769,5f315e5c16f4d768,branch,technical,6.8,resolved,6.8,8168c84b4d453f19,2024-03-14
0033cc2af5d2ef07,d6b0aeb2a47ebd4f,email,complaint,12.7,resolved,2.2,3370822d9a67b2b4,2024-02-07
d167df582a530047,38918cd5b3bd7fba,phone,cancellation,0.9,unresolved,5.7,0addca0233b2a77d,2024-05-10
74aedb75002cd25d,81124da40b852087,email,general,7.5,unresolved,3.3,c5c4ea45c9fa7128,2024-04-21
e74ba6d7fd51c1a2,28c2b9d5a3056adf,chat,cancellation,0.3,resolved,7.5,3370822d9a67b2b4,2024-11-05
65bb1d4658279d9e,a5f460d647889564,app,technical,19.1,resolved,1.5,2305400ca286a6be,2024-12-20
05291c9906b37e04,d63e94a07a59a8cf,phone,cancellation,4.5,unresolved,6.6,8f76ee50d48b6eb3,2024-03-11
67650142b24552fd,455d12da511ab656,app,technical,1.7,resolved,5.7,5e638881d60146cc,2024-03-10
aa095850bf0fae09,a93aa7dace01d135,phone,upgrade,0.1,resolved,7.5,ee08771c9d0f0715,2024-05-20
40e7e4497be7fef5,26a276ce458d11ed,branch,upgrade,1.7,resolved,10.0,fedc2b2956802007,2024-09-09
464648bc90000eeb,aa3b32f4bbac4e77,phone,technical,7.6,resolved,2.6,1a74383a109cb319,2024-05-24
8ad103c15bab69fa,25ea9e9c9f1d2ee0,branch,general,3.1,escalated,9.8,f058f69146fde5a4,2024-12-19
2297d6f6a7d1e56a,890b4fd5337e8ae0,phone,general,0.6,resolved,4.3,cfa1407a0ddbe71e,2024-06-09
35efa6781f6824e5,c13e306f211ed1f4,app,upgrade,0.1,resolved,2.4,fb850b9cfc684926,2024-03-02
18e7dd5e0d9fe137,c8bd83145603e477,chat,billing,4.1,resolved,9.2,7c89d0af87939122,2024-08-15
4fec32f0443bd245,d28853d261e28c50,phone,general,11.5,resolved,9.9,5e638881d60146cc,2024-03-28
be9e1854ca5d50a0,b1f6aff0c1a0b989,phone,complaint,8.5,resolved,5.4,fb850b9cfc684926,2024-09-24
